fid,id,associated_tile,truth
943,1265,all_27013.tif,21
944,1318,all_22921.tif,31
945,1341,all_21620.tif,31
946,1413,all_27383.tif,23
947,1519,all_22738.tif,24
948,1550,all_23112.tif,21
949,1614,all_23849.tif,31
950,1671,all_23852.tif,21
951,1680,all_21250.tif,21
952,1728,all_26268.tif,31
953,1893,all_26083.tif,21
954,2094,all_23669.tif,31
955,2309,all_26451.tif,21
956,2322,all_22177.tif,21
957,2361,all_23294.tif,21
958,2542,all_23293.tif,21
959,2624,all_21996.tif,21
960,2699,all_27382.tif,11
961,2788,all_26269.tif,23
962,2838,all_23476.tif,21
963,2867,all_23477.tif,21
964,2869,all_21621.tif,21
965,2876,all_27012.tif,21
966,2942,all_26640.tif,11
967,3088,all_27385.tif,23
968,3098,all_26825.tif,11
969,3382,all_21252.tif,21
970,3412,all_27384.tif,23
971,3413,all_23475.tif,31
972,3519,all_22733.tif,51
973,3550,all_21619.tif,21
974,3571,all_23108.tif,31
975,3827,all_21434.tif,21
976,3921,all_21807.tif,21
977,3948,all_26824.tif,23
978,4171,all_27011.tif,24
979,4267,all_23109.tif,21
980,4268,all_23666.tif,21
981,4297,all_27010.tif,24
982,4338,all_26637.tif,31
983,4375,all_22925.tif,31
984,4437,all_22737.tif,23
985,4491,all_27009.tif,11
986,4575,all_22182.tif,21
987,4664,all_26454.tif,31
988,4673,all_22922.tif,23
989,4725,all_23111.tif,31
990,4858,all_21808.tif,21
991,4936,all_23292.tif,21
992,5102,all_27195.tif,21
993,5273,all_21993.tif,21
994,5366,all_22920.tif,31
995,5401,all_23851.tif,31
996,5483,all_26452.tif,21
997,5592,all_25895.tif,21
998,5670,all_22918.tif,31
999,5740,all_26270.tif,21
1000,5816,all_23297.tif,21
1001,4,all_15477.tif,21
1002,71,all_22549.tif,21
1003,110,all_16595.tif,21
1004,192,all_28499.tif,24
1005,195,all_16594.tif,31
1006,205,all_21617.tif,21
1007,287,all_27940.tif,21
1008,341,all_27570.tif,31
1009,415,all_27569.tif,11
1010,457,all_17904.tif,21
1011,675,all_21058.tif,31
1012,772,all_16786.tif,11
1013,1164,all_21988.tif,21
1014,1231,all_27568.tif,11
1015,1245,all_21430.tif,12
1016,1348,all_29243.tif,31
1017,1520,all_17156.tif,12
1018,1594,all_16414.tif,21
1019,1606,all_16602.tif,21
1020,1647,all_14733.tif,21
1021,1655,all_27756.tif,23
1022,1683,all_16221.tif,21
1023,1899,all_22176.tif,21
1024,1940,all_22545.tif,21
1025,2062,all_17159.tif,11
1026,2154,all_17718.tif,31
1027,2167,all_28497.tif,31
1028,2269,all_16407.tif,21
1029,2293,all_16411.tif,31
1030,2342,all_17902.tif,23
1031,2497,all_28313.tif,31
1032,2689,all_21245.tif,21
1033,2764,all_29428.tif,31
1034,2935,all_22173.tif,31
1035,3104,all_21243.tif,21
1036,3139,all_16779.tif,21
1037,3175,all_28128.tif,31
1038,3180,all_28870.tif,31
1039,3294,all_17532.tif,12
1040,3326,all_16782.tif,24
1041,3532,all_16972.tif,31
1042,3539,all_28500.tif,31
1043,3637,all_22175.tif,21
1044,3857,all_16228.tif,23
1045,3877,all_17345.tif,12
1046,3926,all_17152.tif,11
1047,3959,all_17157.tif,11
1048,3966,all_16973.tif,14
1049,3988,all_29058.tif,21
1050,4107,all_21432.tif,21
1051,4120,all_16408.tif,21
1052,4142,all_16226.tif,21
1053,4214,all_22360.tif,21
1054,4218,all_16229.tif,23
1055,4321,all_27755.tif,11
1056,4441,all_16784.tif,11
1057,4660,all_18089.tif,21
1058,4674,all_16409.tif,21
1059,4706,all_28871.tif,21
1060,4757,all_16965.tif,31
1061,4772,all_14361.tif,21
1062,4994,all_17344.tif,11
1063,5012,all_22547.tif,21
1064,5105,all_28498.tif,31
1065,5154,all_28872.tif,31
1066,5328,all_21991.tif,21
1067,5359,all_14919.tif,24
1068,5463,all_21801.tif,21
1069,5719,all_15663.tif,21
1070,5800,all_28125.tif,21
1071,5834,all_27753.tif,23
1072,5854,all_28685.tif,31
1073,5867,all_29430.tif,21
1074,5997,all_22181.tif,31
1075,36,all_17528.tif,11
1076,50,all_19016.tif,21
1077,245,all_17712.tif,12
1078,273,all_19383.tif,21
1079,319,all_17526.tif,21
1080,406,all_18834.tif,31
1081,653,all_19019.tif,31
1082,701,all_19756.tif,31
1083,1011,all_20313.tif,21
1084,1053,all_18453.tif,31
1085,1148,all_18641.tif,21
1086,1237,all_19569.tif,21
1087,1262,all_20502.tif,31
1088,1489,all_19943.tif,31
1089,1495,all_19202.tif,31
1090,1522,all_17898.tif,12
1091,1611,all_18832.tif,24
1092,1730,all_18272.tif,31
1093,1751,all_18643.tif,12
1094,1778,all_18087.tif,11
1095,1814,all_19013.tif,21
1096,1869,all_17527.tif,14
1097,1926,all_17896.tif,31
1098,1986,all_20501.tif,31
1099,2111,all_19204.tif,21
1100,2128,all_17714.tif,11
1101,2152,all_19017.tif,31
1102,2240,all_17710.tif,31
1103,2254,all_19570.tif,21
1104,2304,all_19386.tif,31
1105,2323,all_18459.tif,31
1106,2405,all_17343.tif,11
1107,2440,all_20503.tif,31
1108,2510,all_20315.tif,31
1109,2579,all_20499.tif,21
1110,2751,all_20317.tif,21
1111,2851,all_20129.tif,21
1112,2917,all_19945.tif,21
1113,2994,all_18460.tif,31
1114,3068,all_20319.tif,21
1115,3093,all_18271.tif,21
1116,3117,all_19947.tif,21
1117,3308,all_19012.tif,31
1118,3380,all_17340.tif,11
1119,3402,all_20877.tif,21
1120,3415,all_17524.tif,31
1121,3440,all_17529.tif,11
1122,3484,all_19388.tif,31
1123,3553,all_18456.tif,12
1124,3689,all_20687.tif,21
1125,3748,all_20314.tif,31
1126,3852,all_18828.tif,51
1127,3871,all_20133.tif,21
1128,4087,all_17342.tif,11
1129,4209,all_20505.tif,22
1130,4211,all_20688.tif,22
1131,4246,all_18462.tif,11
1132,4247,all_17900.tif,11
1133,4299,all_20128.tif,24
1134,4340,all_20871.tif,21
1135,4608,all_20131.tif,21
1136,4834,all_19757.tif,31
1137,4848,all_18826.tif,21
1138,4981,all_19389.tif,21
1139,5035,all_19572.tif,22
1140,5166,all_18825.tif,21
1141,5378,all_16785.tif,21
1142,5431,all_18833.tif,21
1143,5526,all_20685.tif,31
1144,5534,all_18647.tif,31
1145,5593,all_17155.tif,11
1146,5909,all_20689.tif,31
1147,5924,all_20132.tif,21
1148,5983,all_19942.tif,21
1149,81,all_15297.tif,11
1150,268,all_15478.tif,11
1151,345,all_14927.tif,21
1152,346,all_15670.tif,21
1153,362,all_15486.tif,21
1154,385,all_16037.tif,31
1155,411,all_15106.tif,31
1156,478,all_15293.tif,24
1157,596,all_16041.tif,21
1158,610,all_14364.tif,21
1159,837,all_16042.tif,31
1160,904,all_20879.tif,21
1161,919,all_14738.tif,21
1162,1091,all_20135.tif,31
1163,1172,all_14368.tif,21
1164,1303,all_14737.tif,21
1165,1372,all_20320.tif,21
1166,1845,all_20878.tif,21
1167,1897,all_20322.tif,21
1168,1927,all_14367.tif,21
1169,2084,all_19948.tif,21
1170,2371,all_14922.tif,21
1171,2496,all_15481.tif,21
1172,2674,all_18640.tif,21
1173,2684,all_19578.tif,21
1174,2742,all_18645.tif,21
1175,2789,all_19764.tif,21
1176,2883,all_15851.tif,23
1177,3099,all_14365.tif,31
1178,3174,all_14742.tif,12
1179,3329,all_18644.tif,11
1180,3340,all_20693.tif,21
1181,3426,all_14734.tif,21
1182,3664,all_15853.tif,21
1183,3673,all_15854.tif,21
1184,3680,all_14553.tif,21
1185,3951,all_14556.tif,21
1186,4072,all_15296.tif,31
1187,4170,all_16040.tif,21
1188,4230,all_15857.tif,31
1189,4302,all_19577.tif,21
1190,4331,all_17711.tif,21
1191,4386,all_15109.tif,21
1192,4390,all_15672.tif,24
1193,4415,all_15668.tif,21
1194,4501,all_18457.tif,21
1195,4550,all_14551.tif,21
1196,4631,all_15113.tif,21
1197,4669,all_19390.tif,23
1198,5039,all_15111.tif,21
1199,5056,all_20321.tif,24
1200,5260,all_17895.tif,31
1201,5456,all_17337.tif,21
1202,5554,all_14924.tif,21
1203,5718,all_20692.tif,21
1204,5776,all_14366.tif,21
1205,5788,all_14735.tif,21
1206,5804,all_15294.tif,21
1207,5894,all_14740.tif,23
1208,5911,all_15665.tif,51
1209,31,all_4146.tif,31
1210,79,all_6380.tif,21
1211,96,all_3402.tif,24
1212,189,all_6374.tif,24
1213,295,all_4515.tif,21
1214,344,all_6191.tif,21
1215,370,all_6195.tif,21
1216,430,all_2844.tif,21
1217,452,all_6381.tif,21
1218,639,all_4516.tif,21
1219,681,all_3218.tif,24
1220,683,all_6001.tif,24
1221,805,all_2848.tif,42
1222,862,all_5636.tif,24
1223,880,all_2846.tif,31
1224,892,all_3775.tif,24
1225,956,all_5260.tif,21
1226,990,all_2655.tif,31
1227,1109,all_5631.tif,31
1228,1121,all_5258.tif,31
1229,1177,all_4336.tif,24
1230,1203,all_3584.tif,24
1231,1246,all_5818.tif,23
1232,1257,all_4141.tif,32
1233,1325,all_3026.tif,52
1234,1333,all_3033.tif,24
1235,1397,all_5633.tif,23
1236,1406,all_3032.tif,21
1237,1434,all_4893.tif,31
1238,1449,all_5263.tif,24
1239,1575,all_4150.tif,21
1240,1589,all_2286.tif,52
1241,1621,all_3588.tif,21
1242,1701,all_4330.tif,21
1243,1795,all_4886.tif,24
1244,1820,all_5817.tif,21
1245,2136,all_3773.tif,24
1246,2190,all_2840.tif,52
1247,2268,all_2472.tif,21
1248,2306,all_6192.tif,21
1249,2426,all_3029.tif,52
1250,2537,all_2659.tif,24
1251,2589,all_5823.tif,21
1252,2667,all_4887.tif,21
1253,2853,all_3592.tif,11
1254,3086,all_6004.tif,21
1255,3100,all_4148.tif,21
1256,3115,all_2470.tif,52
1257,3221,all_4514.tif,21
1258,3259,all_4334.tif,31
1259,3323,all_4145.tif,21
1260,3399,all_5079.tif,31
1261,3462,all_6379.tif,23
1262,3590,all_5443.tif,24
1263,3611,all_3585.tif,31
1264,3790,all_5076.tif,24
1265,3962,all_4143.tif,24
1266,4033,all_3770.tif,24
1267,4111,all_5629.tif,24
1268,4112,all_3587.tif,21
1269,4223,all_4328.tif,23
1270,4285,all_2658.tif,24
1271,4393,all_5447.tif,24
1272,4417,all_6189.tif,31
1273,4617,all_5446.tif,21
1274,4645,all_3772.tif,11
1275,4655,all_3398.tif,21
1276,4762,all_4332.tif,21
1277,4793,all_5262.tif,23
1278,4853,all_4706.tif,24
1279,4929,all_3590.tif,24
1280,5067,all_4518.tif,11
1281,5331,all_4517.tif,21
1282,5474,all_4894.tif,24
1283,5569,all_4707.tif,24
1284,5692,all_4522.tif,11
1285,5780,all_3217.tif,11
1286,5985,all_3401.tif,11
1287,13,all_9540.tif,24
1288,33,all_7682.tif,21
1289,63,all_10280.tif,23
1290,130,all_8425.tif,24
1291,198,all_10845.tif,21
1292,465,all_9356.tif,21
1293,538,all_9724.tif,24
1294,604,all_10286.tif,31
1295,721,all_8793.tif,21
1296,779,all_9168.tif,31
1297,812,all_10101.tif,24
1298,825,all_9353.tif,24
1299,907,all_9915.tif,21
1300,923,all_8983.tif,31
1301,1113,all_10284.tif,23
1302,1239,all_7495.tif,21
1303,1336,all_9352.tif,23
1304,1343,all_8982.tif,24
1305,1396,all_9351.tif,21
1306,1453,all_9172.tif,23
1307,1593,all_10102.tif,21
1308,1605,all_9911.tif,21
1309,1708,all_8981.tif,24
1310,1787,all_11215.tif,23
1311,1788,all_6938.tif,21
1312,1823,all_7868.tif,24
1313,1840,all_10657.tif,23
1314,2012,all_7866.tif,12
1315,2343,all_9728.tif,23
1316,2410,all_6750.tif,24
1317,2429,all_7310.tif,21
1318,2710,all_7680.tif,21
1319,2812,all_8424.tif,21
1320,2834,all_9912.tif,21
1321,2890,all_10099.tif,13
1322,3026,all_10473.tif,23
1323,3051,all_8611.tif,21
1324,3101,all_10468.tif,23
1325,3153,all_8608.tif,31
1326,3203,all_11031.tif,21
1327,3311,all_6751.tif,21
1328,3341,all_11032.tif,21
1329,3343,all_10283.tif,21
1330,3416,all_7496.tif,21
1331,3432,all_10281.tif,23
1332,3479,all_9166.tif,24
1333,3538,all_9721.tif,23
1334,3678,all_9908.tif,24
1335,3757,all_10843.tif,23
1336,3765,all_9730.tif,24
1337,3798,all_10095.tif,23
1338,3810,all_7122.tif,11
1339,3989,all_10287.tif,23
1340,4075,all_8238.tif,11
1341,4078,all_6567.tif,23
1342,4154,all_11029.tif,21
1343,4224,all_9914.tif,31
1344,4399,all_9916.tif,21
1345,4695,all_8980.tif,24
1346,5000,all_7494.tif,21
1347,5043,all_6009.tif,21
1348,5278,all_11216.tif,21
1349,5337,all_9164.tif,11
1350,5358,all_8614.tif,24
1351,5414,all_6939.tif,21
1352,5440,all_11030.tif,23
1353,5442,all_10279.tif,21
1354,5473,all_9354.tif,21
1355,5477,all_9729.tif,12
1356,5519,all_5634.tif,31
1357,5530,all_6565.tif,21
1358,5621,all_9537.tif,24
1359,5632,all_5444.tif,24
1360,5682,all_9165.tif,21
1361,5704,all_6187.tif,24
1362,5845,all_5257.tif,23
1363,5898,all_9538.tif,23
1364,5910,all_7124.tif,21
1365,3,all_11027.tif,23
1366,9,all_10652.tif,24
1367,23,all_13817.tif,23
1368,68,all_8613.tif,12
1369,101,all_13071.tif,21
1370,123,all_8428.tif,21
1371,172,all_12333.tif,21
1372,177,all_11211.tif,23
1373,236,all_13631.tif,23
1374,248,all_13441.tif,21
1375,503,all_8985.tif,24
1376,757,all_13632.tif,23
1377,835,all_13821.tif,23
1378,883,all_11590.tif,21
1379,998,all_14192.tif,31
1380,999,all_11588.tif,23
1381,1002,all_3397.tif,21
1382,1144,all_12145.tif,31
1383,1190,all_6935.tif,23
1384,1317,all_13257.tif,31
1385,1502,all_10653.tif,23
1386,1681,all_12146.tif,23
1387,1738,all_11774.tif,13
1388,1877,all_13633.tif,21
1389,1925,all_14000.tif,23
1390,2051,all_11023.tif,21
1391,2093,all_8605.tif,21
1392,2421,all_13073.tif,23
1393,2669,all_14005.tif,21
1394,2757,all_3025.tif,24
1395,2792,all_11214.tif,23
1396,2879,all_10651.tif,23
1397,2880,all_12147.tif,23
1398,3067,all_10656.tif,21
1399,3132,all_7869.tif,24
1400,3293,all_11213.tif,23
1401,3391,all_8427.tif,51
1402,3536,all_14193.tif,31
1403,3581,all_8791.tif,21
1404,3750,all_14004.tif,23
1405,3806,all_7311.tif,21
1406,3872,all_10655.tif,21
1407,3924,all_14189.tif,31
1408,4086,all_11589.tif,23
1409,4126,all_13263.tif,24
1410,4236,all_1909.tif,32
1411,4239,all_13261.tif,23
1412,4259,all_2281.tif,24
1413,4272,all_10842.tif,24
1414,4300,all_12891.tif,23
1415,4408,all_2095.tif,11
1416,4419,all_14001.tif,31
1417,4465,all_12890.tif,23
1418,4530,all_12334.tif,23
1419,4605,all_13262.tif,11
1420,4629,all_2653.tif,52
1421,4805,all_13443.tif,23
1422,4844,all_13070.tif,21
1423,4974,all_12519.tif,23
1424,5107,all_12517.tif,21
1425,5115,all_14187.tif,23
1426,5142,all_13078.tif,23
1427,5201,all_13258.tif,21
1428,5334,all_9349.tif,21
1429,5351,all_14185.tif,21
1430,5395,all_7684.tif,23
1431,5424,all_3583.tif,21
1432,5511,all_11404.tif,23
1433,5561,all_14002.tif,21
1434,5619,all_13813.tif,21
1435,5626,all_7498.tif,32
1436,5677,all_10837.tif,21
1437,5717,all_3769.tif,24
1438,5750,all_12518.tif,23
1439,5756,all_11959.tif,23
1440,5977,all_7870.tif,31
1441,6003,all_10471.tif,23
1442,6006,all_13447.tif,21
1443,46,all_6382.tif,21
1444,146,all_7675.tif,21
1445,174,all_22189.tif,21
1446,283,all_21256.tif,21
1447,376,all_12330.tif,21
1448,395,all_21076.tif,31
1449,564,all_11956.tif,24
1450,643,all_8050.tif,21
1451,659,all_7304.tif,21
1452,694,all_5638.tif,23
1453,712,all_21814.tif,21
1454,764,all_11772.tif,21
1455,786,all_21073.tif,21
1456,801,all_11399.tif,23
1457,1095,all_8423.tif,21
1458,1288,all_22186.tif,21
1459,1393,all_6746.tif,23
1460,1394,all_21448.tif,23
1461,1451,all_8233.tif,21
1462,1535,all_7312.tif,24
1463,1553,all_7303.tif,31
1464,1572,all_12139.tif,23
1465,1646,all_7305.tif,21
1466,1834,all_11955.tif,23
1467,2008,all_12141.tif,31
1468,2085,all_12516.tif,21
1469,2156,all_6940.tif,24
1470,2238,all_6747.tif,23
1471,2307,all_22558.tif,21
1472,2411,all_12701.tif,21
1473,2522,all_6754.tif,12
1474,2736,all_22187.tif,21
1475,2766,all_12511.tif,23
1476,2775,all_12700.tif,31
1477,2811,all_21072.tif,11
1478,2955,all_5824.tif,31
1479,2967,all_7306.tif,21
1480,2973,all_21074.tif,24
1481,3034,all_22372.tif,23
1482,3039,all_8235.tif,24
1483,3058,all_12697.tif,23
1484,3074,all_12513.tif,21
1485,3404,all_21446.tif,21
1486,3654,all_11769.tif,23
1487,3787,all_12514.tif,11
1488,3832,all_21633.tif,21
1489,3845,all_11582.tif,21
1490,3882,all_22000.tif,12
1491,3981,all_7493.tif,21
1492,4085,all_12888.tif,21
1493,4124,all_7489.tif,21
1494,4133,all_8237.tif,24
1495,4141,all_12325.tif,21
1496,4279,all_21631.tif,51
1497,4308,all_11958.tif,21
1498,4314,all_12886.tif,31
1499,4366,all_7117.tif,21
1500,4439,all_7491.tif,21
1501,4620,all_8419.tif,23
1502,4639,all_7120.tif,31
1503,4734,all_6933.tif,21
1504,4813,all_22373.tif,21
1505,4881,all_12327.tif,23
1506,4990,all_8049.tif,21
1507,5062,all_21444.tif,21
1508,5074,all_22560.tif,21
1509,5254,all_6196.tif,21
1510,5271,all_11397.tif,23
1511,5391,all_12512.tif,31
1512,5417,all_7678.tif,21
1513,5434,all_11583.tif,23
1514,5646,all_7679.tif,21
1515,5697,all_12698.tif,21
1516,5732,all_6749.tif,24
1517,5739,all_12140.tif,21
1518,5772,all_7492.tif,11
1519,5889,all_11770.tif,24
1520,5994,all_6745.tif,21
1521,74,all_24422.tif,21
1522,425,all_23674.tif,31
1523,433,all_25722.tif,31
1524,441,all_28136.tif,31
1525,535,all_25717.tif,31
1526,657,all_24234.tif,21
1527,727,all_26089.tif,11
1528,803,all_25164.tif,23
1529,968,all_25723.tif,21
1530,1108,all_21440.tif,21
1531,1111,all_24233.tif,31
1532,1135,all_21441.tif,21
1533,1206,all_22930.tif,31
1534,1230,all_26276.tif,23
1535,1242,all_23675.tif,31
1536,1247,all_25345.tif,31
1537,1264,all_23486.tif,31
1538,1279,all_25537.tif,23
1539,1342,all_27020.tif,21
1540,1353,all_22929.tif,31
1541,1517,all_25168.tif,24
1542,1532,all_21812.tif,21
1543,1577,all_22932.tif,21
1544,1582,all_27391.tif,31
1545,1634,all_24982.tif,11
1546,1743,all_27019.tif,21
1547,1832,all_21069.tif,21
1548,1913,all_23859.tif,31
1549,1996,all_24974.tif,23
1550,1997,all_24237.tif,31
1551,2003,all_25531.tif,23
1552,2057,all_22744.tif,21
1553,2064,all_24604.tif,21
1554,2166,all_23672.tif,31
1555,2229,all_22185.tif,24
1556,2365,all_24791.tif,31
1557,2380,all_24792.tif,31
1558,2552,all_25725.tif,31
1559,2638,all_23673.tif,21
1560,2929,all_24793.tif,23
1561,2986,all_24415.tif,31
1562,3063,all_22743.tif,31
1563,3118,all_22746.tif,21
1564,3198,all_24047.tif,23
1565,3223,all_23117.tif,31
1566,3226,all_21998.tif,31
1567,3418,all_25167.tif,31
1568,3434,all_25353.tif,23
1569,3544,all_25535.tif,21
1570,3744,all_21627.tif,21
1571,3843,all_24418.tif,31
1572,3923,all_23488.tif,31
1573,3957,all_24981.tif,23
1574,3960,all_24044.tif,23
1575,4046,all_24416.tif,23
1576,4061,all_24231.tif,31
1577,4110,all_23862.tif,31
1578,4207,all_24610.tif,51
1579,4326,all_25904.tif,21
1580,4353,all_25533.tif,23
1581,4450,all_26833.tif,31
1582,4506,all_26647.tif,31
1583,4908,all_23489.tif,31
1584,4965,all_24232.tif,31
1585,5081,all_22928.tif,21
1586,5100,all_22742.tif,31
1587,5129,all_24609.tif,31
1588,5333,all_21068.tif,24
1589,5397,all_21254.tif,24
1590,5564,all_23490.tif,31
1591,5634,all_24236.tif,21
1592,5663,all_25347.tif,23
1593,5680,all_21258.tif,21
1594,5723,all_21629.tif,21
1595,5810,all_24794.tif,31
1596,5938,all_22556.tif,21
1597,5990,all_24977.tif,23
1598,6007,all_24795.tif,31
1599,59,all_23866.tif,11
1600,70,all_26468.tif,31
1601,176,all_27397.tif,23
1602,270,all_22378.tif,31
1603,293,all_27769.tif,31
1604,297,all_26837.tif,31
1605,396,all_22564.tif,21
1606,431,all_27395.tif,31
1607,434,all_23863.tif,31
1608,524,all_23113.tif,31
1609,526,all_27579.tif,31
1610,557,all_26839.tif,11
1611,583,all_27212.tif,23
1612,666,all_22750.tif,31
1613,735,all_28135.tif,31
1614,818,all_25907.tif,11
1615,1000,all_23307.tif,21
1616,1116,all_28327.tif,21
1617,1152,all_22741.tif,23
1618,1232,all_27213.tif,11
1619,1418,all_23119.tif,31
1620,1421,all_24049.tif,31
1621,1429,all_22369.tif,31
1622,1514,all_26284.tif,31
1623,1622,all_22563.tif,31
1624,1740,all_27952.tif,24
1625,1981,all_28508.tif,21
1626,2234,all_28511.tif,21
1627,2285,all_24050.tif,31
1628,2374,all_27214.tif,31
1629,2454,all_27772.tif,23
1630,2457,all_23492.tif,21
1631,2464,all_26649.tif,31
1632,2550,all_28321.tif,31
1633,2639,all_26277.tif,23
1634,2662,all_27025.tif,31
1635,2790,all_27580.tif,31
1636,2934,all_27023.tif,24
1637,3014,all_23671.tif,21
1638,3089,all_27209.tif,11
1639,3232,all_28507.tif,11
1640,3235,all_22377.tif,21
1641,3269,all_28139.tif,31
1642,3315,all_23491.tif,31
1643,3319,all_22749.tif,31
1644,3437,all_25910.tif,23
1645,3528,all_27021.tif,31
1646,3562,all_23865.tif,21
1647,3564,all_23677.tif,31
1648,3598,all_26469.tif,31
1649,3600,all_21253.tif,21
1650,3634,all_28697.tif,21
1651,3830,all_27027.tif,31
1652,3888,all_26470.tif,31
1653,3956,all_28696.tif,24
1654,4008,all_28322.tif,23
1655,4145,all_28880.tif,21
1656,4270,all_23679.tif,31
1657,4379,all_27207.tif,31
1658,4625,all_26096.tif,31
1659,4667,all_23299.tif,21
1660,4700,all_27955.tif,31
1661,4878,all_23121.tif,21
1662,4980,all_22936.tif,31
1663,5055,all_26654.tif,31
1664,5065,all_28694.tif,23
1665,5069,all_22376.tif,22
1666,5146,all_26835.tif,31
1667,5305,all_25906.tif,31
1668,5539,all_27951.tif,31
1669,5548,all_23308.tif,21
1670,5728,all_26283.tif,21
1671,5734,all_26282.tif,11
1672,5803,all_26092.tif,32
1673,5877,all_27208.tif,31
1674,5965,all_27583.tif,31
1675,5989,all_28510.tif,31
1676,5995,all_28325.tif,22
1677,34,all_15865.tif,21
1678,47,all_16979.tif,11
1679,204,all_18095.tif,31
1680,338,all_15496.tif,21
1681,391,all_15488.tif,21
1682,427,all_17719.tif,11
1683,450,all_17347.tif,12
1684,492,all_14744.tif,21
1685,752,all_15489.tif,31
1686,806,all_17348.tif,21
1687,817,all_16426.tif,21
1688,872,all_17909.tif,31
1689,1010,all_16238.tif,21
1690,1045,all_15307.tif,21
1691,1087,all_14563.tif,21
1692,1155,all_18094.tif,31
1693,1192,all_16050.tif,21
1694,1223,all_15494.tif,21
1695,1284,all_16422.tif,21
1696,1362,all_15677.tif,21
1697,1511,all_15861.tif,21
1698,1597,all_17533.tif,31
1699,1654,all_17350.tif,31
1700,1735,all_16977.tif,21
1701,1741,all_15310.tif,11
1702,1921,all_16421.tif,21
1703,1944,all_16976.tif,31
1704,2001,all_17908.tif,11
1705,2029,all_16608.tif,21
1706,2173,all_15303.tif,21
1707,2201,all_14745.tif,31
1708,2228,all_14561.tif,21
1709,2346,all_17349.tif,21
1710,2471,all_14936.tif,21
1711,2492,all_16978.tif,11
1712,2598,all_15493.tif,31
1713,2906,all_14748.tif,21
1714,3038,all_16792.tif,31
1715,3162,all_16047.tif,21
1716,3164,all_14379.tif,21
1717,3276,all_15305.tif,21
1718,3578,all_16048.tif,21
1719,3631,all_16984.tif,21
1720,3716,all_15118.tif,21
1721,3946,all_16797.tif,21
1722,3970,all_17164.tif,21
1723,4144,all_16789.tif,31
1724,4189,all_18467.tif,12
1725,4200,all_16605.tif,21
1726,4252,all_15682.tif,21
1727,4261,all_17722.tif,21
1728,4275,all_16796.tif,21
1729,4389,all_15680.tif,21
1730,4427,all_17162.tif,31
1731,4507,all_15120.tif,21
1732,4536,all_14937.tif,21
1733,4555,all_15123.tif,21
1734,4588,all_16049.tif,21
1735,4626,all_15309.tif,31
1736,4643,all_14373.tif,31
1737,4747,all_15492.tif,21
1738,4760,all_21439.tif,21
1739,5086,all_14378.tif,24
1740,5114,all_14375.tif,21
1741,5172,all_16424.tif,21
1742,5182,all_15681.tif,21
1743,5199,all_16423.tif,21
1744,5298,all_16794.tif,21
1745,5340,all_15119.tif,21
1746,5382,all_16236.tif,21
1747,5461,all_15864.tif,21
1748,5650,all_15306.tif,21
1749,5763,all_17720.tif,21
1750,5773,all_17907.tif,21
1751,5789,all_15866.tif,21
1752,5828,all_16052.tif,21
1753,5949,all_16981.tif,21
1754,5993,all_17723.tif,11
1755,12,all_19216.tif,21
1756,153,all_19588.tif,31
1757,239,all_19394.tif,21
1758,380,all_20331.tif,31
1759,477,all_20695.tif,21
1760,860,all_19582.tif,21
1761,967,all_18842.tif,21
1762,982,all_19030.tif,21
1763,1173,all_18100.tif,21
1764,1179,all_19209.tif,21
1765,1272,all_19212.tif,21
1766,1282,all_15859.tif,21
1767,1311,all_20881.tif,32
1768,1441,all_19028.tif,24
1769,1586,all_20882.tif,21
1770,1591,all_20696.tif,21
1771,1694,all_18655.tif,31
1772,1830,all_20143.tif,21
1773,1860,all_18285.tif,51
1774,1879,all_19022.tif,21
1775,1975,all_19954.tif,21
1776,2028,all_19951.tif,21
1777,2107,all_18844.tif,21
1778,2165,all_18286.tif,31
1779,2355,all_17725.tif,21
1780,2495,all_20141.tif,21
1781,2629,all_20704.tif,23
1782,2670,all_19774.tif,21
1783,2683,all_19210.tif,31
1784,2719,all_19773.tif,31
1785,2860,all_18651.tif,31
1786,2947,all_18650.tif,31
1787,3033,all_19956.tif,31
1788,3187,all_19029.tif,21
1789,3267,all_19953.tif,23
1790,3301,all_20516.tif,31
1791,3318,all_17911.tif,21
1792,3369,all_20699.tif,21
1793,3508,all_20140.tif,31
1794,3596,all_17728.tif,21
1795,3718,all_17913.tif,21
1796,3768,all_15301.tif,21
1797,3776,all_20323.tif,21
1798,3791,all_19587.tif,21
1799,4001,all_19579.tif,21
1800,4121,all_20144.tif,21
1801,4197,all_20324.tif,31
1802,4210,all_14743.tif,21
1803,4405,all_19399.tif,21
1804,4414,all_19395.tif,21
1805,4743,all_19952.tif,21
1806,4887,all_19021.tif,21
1807,5088,all_14371.tif,21
1808,5247,all_19025.tif,21
1809,5255,all_19580.tif,21
1810,5269,all_20883.tif,21
1811,5383,all_20330.tif,21
1812,5454,all_19581.tif,21
1813,5480,all_20698.tif,21
1814,5501,all_18835.tif,11
1815,5520,all_20146.tif,31
1816,5522,all_18099.tif,21
1817,5648,all_18836.tif,11
1818,5681,all_19207.tif,21
1819,5725,all_20884.tif,21
1820,5749,all_17356.tif,21
1821,5964,all_18658.tif,21
1822,6011,all_18843.tif,21
1823,86,all_5084.tif,52
1824,154,all_10107.tif,21
1825,183,all_5081.tif,31
1826,440,all_6200.tif,21
1827,591,all_9920.tif,31
1828,1021,all_7130.tif,31
